"customer_id","no_of_days_rented","case"
221,"9 days 05:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
551,"2 days 18:50:00","NO NEED FOR REMINDER MAIL YET"
406,"2 days 19:06:00","NO NEED FOR REMINDER MAIL YET"
361,"4 days 01:54:00","NO NEED FOR REMINDER MAIL YET"
521,"5 days 00:29:00","NO NEED FOR REMINDER MAIL YET"
489,"8 days 01:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
560,NULL,"NO NEED FOR REMINDER MAIL YET"
315,NULL,"NO NEED FOR REMINDER MAIL YET"
163,"5 days 23:13:00","NO NEED FOR REMINDER MAIL YET"
458,"7 days 22:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
66,"3 days 00:36:00","NO NEED FOR REMINDER MAIL YET"
5,"4 days 18:58:00","NO NEED FOR REMINDER MAIL YET"
106,"4 days 23:51:00","NO NEED FOR REMINDER MAIL YET"
138,"2 days 20:26:00","NO NEED FOR REMINDER MAIL YET"
401,"4 days 21:15:00","NO NEED FOR REMINDER MAIL YET"
549,"2 days 18:10:00","NO NEED FOR REMINDER MAIL YET"
169,"2 days 20:20:00","NO NEED FOR REMINDER MAIL YET"
560,"4 days 04:01:00","NO NEED FOR REMINDER MAIL YET"
136,"3 days 23:18:00","NO NEED FOR REMINDER MAIL YET"
392,"7 days 05:19:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
564,"8 days 22:44:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
194,"1 day 22:11:00","NO NEED FOR REMINDER MAIL YET"
260,"4 days 23:18:00","NO NEED FOR REMINDER MAIL YET"
205,"2 days 05:00:00","NO NEED FOR REMINDER MAIL YET"
447,"8 days 01:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
225,"6 days 20:29:00","NO NEED FOR REMINDER MAIL YET"
256,"1 day 05:44:00","NO NEED FOR REMINDER MAIL YET"
21,"5 days 02:32:00","NO NEED FOR REMINDER MAIL YET"
584,"6 days 02:35:00","NO NEED FOR REMINDER MAIL YET"
263,"8 days 20:33:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
529,"6 days 03:28:00","NO NEED FOR REMINDER MAIL YET"
48,"5 days 02:14:00","NO NEED FOR REMINDER MAIL YET"
467,"1 day 02:46:00","NO NEED FOR REMINDER MAIL YET"
325,"5 days 18:03:00","NO NEED FOR REMINDER MAIL YET"
237,"5 days 22:37:00","NO NEED FOR REMINDER MAIL YET"
150,"1 day 03:53:00","NO NEED FOR REMINDER MAIL YET"
68,"5 days 19:36:00","NO NEED FOR REMINDER MAIL YET"
125,"4 days 19:51:00","NO NEED FOR REMINDER MAIL YET"
340,"4 days 00:20:00","NO NEED FOR REMINDER MAIL YET"
256,"9 days 04:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
98,"5 days 22:02:00","NO NEED FOR REMINDER MAIL YET"
120,"9 days 03:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
42,"9 days 00:45:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
96,"5 days 21:52:00","NO NEED FOR REMINDER MAIL YET"
365,"7 days 23:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
121,"4 days 03:50:00","NO NEED FOR REMINDER MAIL YET"
262,"6 days 21:52:00","NO NEED FOR REMINDER MAIL YET"
442,"1 day 02:16:00","NO NEED FOR REMINDER MAIL YET"
522,"7 days 02:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
224,"9 days 05:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
554,"2 days 21:30:00","NO NEED FOR REMINDER MAIL YET"
379,"1 day 21:11:00","NO NEED FOR REMINDER MAIL YET"
395,"5 days 03:39:00","NO NEED FOR REMINDER MAIL YET"
184,"2 days 00:51:00","NO NEED FOR REMINDER MAIL YET"
298,"2 days 01:53:00","NO NEED FOR REMINDER MAIL YET"
294,"6 days 00:51:00","NO NEED FOR REMINDER MAIL YET"
2,"5 days 19:35:00","NO NEED FOR REMINDER MAIL YET"
101,"2 days 03:35:00","NO NEED FOR REMINDER MAIL YET"
126,"4 days 04:30:00","NO NEED FOR REMINDER MAIL YET"
231,"4 days","NO NEED FOR REMINDER MAIL YET"
324,"7 days 22:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
411,"4 days 19:03:00","NO NEED FOR REMINDER MAIL YET"
367,"8 days 18:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
23,"5 days 22:13:00","NO NEED FOR REMINDER MAIL YET"
275,"7 days 02:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
418,"2 days 04:38:00","NO NEED FOR REMINDER MAIL YET"
241,"8 days 23:14:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
138,"1 day 18:06:00","NO NEED FOR REMINDER MAIL YET"
526,"8 days 05:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
75,NULL,"NO NEED FOR REMINDER MAIL YET"
9,"9 days 01:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
205,"7 days 05:14:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
226,"8 days 03:56:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
266,"1 day 21:10:00","NO NEED FOR REMINDER MAIL YET"
389,"7 days 03:19:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
5,"1 day 02:43:00","NO NEED FOR REMINDER MAIL YET"
429,"1 day 02:49:00","NO NEED FOR REMINDER MAIL YET"
223,"2 days 22:24:00","NO NEED FOR REMINDER MAIL YET"
254,"21:01:00","NO NEED FOR REMINDER MAIL YET"
544,"1 day 18:19:00","NO NEED FOR REMINDER MAIL YET"
292,"2 days 01:59:00","NO NEED FOR REMINDER MAIL YET"
451,"5 days 22:08:00","NO NEED FOR REMINDER MAIL YET"
576,"4 days 03:44:00","NO NEED FOR REMINDER MAIL YET"
378,"1 day 20:18:00","NO NEED FOR REMINDER MAIL YET"
188,NULL,"NO NEED FOR REMINDER MAIL YET"
312,"5 days 23:33:00","NO NEED FOR REMINDER MAIL YET"
203,"8 days 03:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
537,"3 days 04:30:00","NO NEED FOR REMINDER MAIL YET"
175,"6 days 19:18:00","NO NEED FOR REMINDER MAIL YET"
396,"5 days 20:12:00","NO NEED FOR REMINDER MAIL YET"
520,"4 days 22:40:00","NO NEED FOR REMINDER MAIL YET"
547,"9 days 05:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
16,"6 days 19:51:00","NO NEED FOR REMINDER MAIL YET"
51,"3 days 03:23:00","NO NEED FOR REMINDER MAIL YET"
185,"2 days 22:33:00","NO NEED FOR REMINDER MAIL YET"
295,"8 days 19:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
242,"5 days 19:35:00","NO NEED FOR REMINDER MAIL YET"
457,NULL,"NO NEED FOR REMINDER MAIL YET"
311,"2 days 22:55:00","NO NEED FOR REMINDER MAIL YET"
82,"2 days 22:21:00","NO NEED FOR REMINDER MAIL YET"
403,"20:49:00","NO NEED FOR REMINDER MAIL YET"
150,"9 days 04:04:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
200,"7 days 04:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
535,"4 days 01:36:00","NO NEED FOR REMINDER MAIL YET"
433,"1 day 03:03:00","NO NEED FOR REMINDER MAIL YET"
374,"7 days 21:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
420,"1 day 01:24:00","NO NEED FOR REMINDER MAIL YET"
534,NULL,"NO NEED FOR REMINDER MAIL YET"
232,"1 day 21:24:00","NO NEED FOR REMINDER MAIL YET"
46,"5 days 00:50:00","NO NEED FOR REMINDER MAIL YET"
380,"8 days 02:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
77,"4 days 18:10:00","NO NEED FOR REMINDER MAIL YET"
568,NULL,"NO NEED FOR REMINDER MAIL YET"
37,"4 days 02:26:00","NO NEED FOR REMINDER MAIL YET"
586,"4 days 21:32:00","NO NEED FOR REMINDER MAIL YET"
56,"5 days 01:02:00","NO NEED FOR REMINDER MAIL YET"
412,"8 days 04:01:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
48,"6 days 01:41:00","NO NEED FOR REMINDER MAIL YET"
405,"2 days 01:50:00","NO NEED FOR REMINDER MAIL YET"
471,"1 day 04:27:00","NO NEED FOR REMINDER MAIL YET"
41,"7 days 03:32:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
28,"5 days 20:17:00","NO NEED FOR REMINDER MAIL YET"
576,"3 days 21:44:00","NO NEED FOR REMINDER MAIL YET"
101,"6 days 04:48:00","NO NEED FOR REMINDER MAIL YET"
579,"6 days 18:08:00","NO NEED FOR REMINDER MAIL YET"
589,"2 days 23:39:00","NO NEED FOR REMINDER MAIL YET"
13,"8 days 04:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
466,"1 day 19:47:00","NO NEED FOR REMINDER MAIL YET"
265,"4 days 23:44:00","NO NEED FOR REMINDER MAIL YET"
299,"3 days 23:46:00","NO NEED FOR REMINDER MAIL YET"
155,"1 day 01:28:00","NO NEED FOR REMINDER MAIL YET"
473,"2 days 05:44:00","NO NEED FOR REMINDER MAIL YET"
521,"6 days 19:13:00","NO NEED FOR REMINDER MAIL YET"
477,"5 days 19:47:00","NO NEED FOR REMINDER MAIL YET"
434,"1 day 19:55:00","NO NEED FOR REMINDER MAIL YET"
38,"4 days 21:06:00","NO NEED FOR REMINDER MAIL YET"
440,"1 day 22:15:00","NO NEED FOR REMINDER MAIL YET"
265,"7 days 23:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
490,"6 days 00:32:00","NO NEED FOR REMINDER MAIL YET"
273,"7 days 00:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
433,"8 days 23:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
579,"4 days 23:06:00","NO NEED FOR REMINDER MAIL YET"
443,"6 days 00:28:00","NO NEED FOR REMINDER MAIL YET"
107,"1 day 04:53:00","NO NEED FOR REMINDER MAIL YET"
212,"3 days 19:07:00","NO NEED FOR REMINDER MAIL YET"
22,"5 days 00:34:00","NO NEED FOR REMINDER MAIL YET"
250,"3 days 22:18:00","NO NEED FOR REMINDER MAIL YET"
87,"4 days 18:06:00","NO NEED FOR REMINDER MAIL YET"
214,"4 days 18:20:00","NO NEED FOR REMINDER MAIL YET"
582,"21:19:00","NO NEED FOR REMINDER MAIL YET"
15,"4 days 04:56:00","NO NEED FOR REMINDER MAIL YET"
32,"8 days 19:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
296,"8 days 00:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
538,"4 days 23:51:00","NO NEED FOR REMINDER MAIL YET"
240,"1 day 21:17:00","NO NEED FOR REMINDER MAIL YET"
62,"4 days 21:34:00","NO NEED FOR REMINDER MAIL YET"
159,"9 days 03:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
45,"7 days 02:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
126,"4 days 19:38:00","NO NEED FOR REMINDER MAIL YET"
389,"7 days 03:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
260,"6 days 19:41:00","NO NEED FOR REMINDER MAIL YET"
448,"6 days 22:29:00","NO NEED FOR REMINDER MAIL YET"
243,"4 days 22:55:00","NO NEED FOR REMINDER MAIL YET"
438,"8 days 00:56:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
455,"2 days 23:05:00","NO NEED FOR REMINDER MAIL YET"
481,"3 days 03:09:00","NO NEED FOR REMINDER MAIL YET"
30,"4 days 18:18:00","NO NEED FOR REMINDER MAIL YET"
182,"4 days 23:41:00","NO NEED FOR REMINDER MAIL YET"
250,"4 days 23:57:00","NO NEED FOR REMINDER MAIL YET"
219,"7 days 04:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
179,"1 day 05:38:00","NO NEED FOR REMINDER MAIL YET"
526,"7 days 02:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
538,"2 days 18:57:00","NO NEED FOR REMINDER MAIL YET"
563,"1 day 02:36:00","NO NEED FOR REMINDER MAIL YET"
564,"3 days 04:38:00","NO NEED FOR REMINDER MAIL YET"
62,"5 days 04:30:00","NO NEED FOR REMINDER MAIL YET"
118,"5 days 18:36:00","NO NEED FOR REMINDER MAIL YET"
472,"9 days 02:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
472,"3 days 20:28:00","NO NEED FOR REMINDER MAIL YET"
359,"8 days 00:36:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
599,"1 day 01:10:00","NO NEED FOR REMINDER MAIL YET"
255,"7 days 01:18:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
406,"7 days 21:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
370,"7 days 03:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
26,"6 days 21:45:00","NO NEED FOR REMINDER MAIL YET"
585,NULL,"NO NEED FOR REMINDER MAIL YET"
394,"3 days 00:39:00","NO NEED FOR REMINDER MAIL YET"
592,NULL,"NO NEED FOR REMINDER MAIL YET"
417,"23:48:00","NO NEED FOR REMINDER MAIL YET"
90,"3 days 19:23:00","NO NEED FOR REMINDER MAIL YET"
551,"3 days 20:07:00","NO NEED FOR REMINDER MAIL YET"
260,"8 days 03:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
443,"4 days 18:33:00","NO NEED FOR REMINDER MAIL YET"
445,"5 days 19:36:00","NO NEED FOR REMINDER MAIL YET"
20,"5 days 01:43:00","NO NEED FOR REMINDER MAIL YET"
468,"8 days 19:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
171,"8 days 19:13:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
532,NULL,"NO NEED FOR REMINDER MAIL YET"
51,"3 days 05:41:00","NO NEED FOR REMINDER MAIL YET"
270,"7 days 04:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
338,"1 day 19:30:00","NO NEED FOR REMINDER MAIL YET"
78,"21:09:00","NO NEED FOR REMINDER MAIL YET"
344,"1 day 19:59:00","NO NEED FOR REMINDER MAIL YET"
559,"9 days 05:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
33,"5 days 02:19:00","NO NEED FOR REMINDER MAIL YET"
344,"2 days 02:37:00","NO NEED FOR REMINDER MAIL YET"
507,"8 days 03:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
554,"4 days 05:19:00","NO NEED FOR REMINDER MAIL YET"
49,"9 days 02:42:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
331,"6 days 01:48:00","NO NEED FOR REMINDER MAIL YET"
148,"4 days 00:35:00","NO NEED FOR REMINDER MAIL YET"
294,"7 days 22:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
209,"6 days 22:07:00","NO NEED FOR REMINDER MAIL YET"
38,"3 days 05:45:00","NO NEED FOR REMINDER MAIL YET"
551,"3 days 18:16:00","NO NEED FOR REMINDER MAIL YET"
494,"8 days 00:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
108,"5 days 21:39:00","NO NEED FOR REMINDER MAIL YET"
339,"1 day 18:20:00","NO NEED FOR REMINDER MAIL YET"
76,"5 days 04:02:00","NO NEED FOR REMINDER MAIL YET"
216,"20:08:00","NO NEED FOR REMINDER MAIL YET"
210,"4 days 19:07:00","NO NEED FOR REMINDER MAIL YET"
253,"5 days 05:34:00","NO NEED FOR REMINDER MAIL YET"
147,"1 day 03:25:00","NO NEED FOR REMINDER MAIL YET"
81,"8 days 18:16:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
119,"8 days 00:41:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
453,"7 days 21:56:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
334,"4 days 02:30:00","NO NEED FOR REMINDER MAIL YET"
186,"1 day 22:01:00","NO NEED FOR REMINDER MAIL YET"
36,"8 days 23:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
284,"3 days 19:41:00","NO NEED FOR REMINDER MAIL YET"
43,"22:04:00","NO NEED FOR REMINDER MAIL YET"
190,"3 days 18:34:00","NO NEED FOR REMINDER MAIL YET"
544,"6 days 18:55:00","NO NEED FOR REMINDER MAIL YET"
453,"2 days 04:01:00","NO NEED FOR REMINDER MAIL YET"
593,"2 days 19:56:00","NO NEED FOR REMINDER MAIL YET"
173,"2 days 02:27:00","NO NEED FOR REMINDER MAIL YET"
253,"20:06:00","NO NEED FOR REMINDER MAIL YET"
201,"2 days 05:57:00","NO NEED FOR REMINDER MAIL YET"
244,"5 days 03:00:00","NO NEED FOR REMINDER MAIL YET"
473,"3 days 20:30:00","NO NEED FOR REMINDER MAIL YET"
119,"4 days 18:24:00","NO NEED FOR REMINDER MAIL YET"
452,"1 day 00:59:00","NO NEED FOR REMINDER MAIL YET"
469,"5 days 18:51:00","NO NEED FOR REMINDER MAIL YET"
403,"1 day 18:59:00","NO NEED FOR REMINDER MAIL YET"
150,"5 days 21:49:00","NO NEED FOR REMINDER MAIL YET"
153,"5 days 20:59:00","NO NEED FOR REMINDER MAIL YET"
58,"8 days 22:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
122,"9 days 02:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
55,"1 day 21:46:00","NO NEED FOR REMINDER MAIL YET"
152,"7 days 23:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
317,"4 days 03:18:00","NO NEED FOR REMINDER MAIL YET"
537,"6 days 01:48:00","NO NEED FOR REMINDER MAIL YET"
53,"23:40:00","NO NEED FOR REMINDER MAIL YET"
325,"8 days 23:41:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
445,"3 days 22:54:00","NO NEED FOR REMINDER MAIL YET"
300,"5 days 22:32:00","NO NEED FOR REMINDER MAIL YET"
170,"4 days 18:29:00","NO NEED FOR REMINDER MAIL YET"
49,"5 days 01:53:00","NO NEED FOR REMINDER MAIL YET"
26,"6 days 18:59:00","NO NEED FOR REMINDER MAIL YET"
383,"9 days 05:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
193,"2 days 03:25:00","NO NEED FOR REMINDER MAIL YET"
524,"6 days 20:51:00","NO NEED FOR REMINDER MAIL YET"
212,"8 days 23:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
314,"6 days 04:17:00","NO NEED FOR REMINDER MAIL YET"
342,"7 days 20:27:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
369,"6 days 22:33:00","NO NEED FOR REMINDER MAIL YET"
69,"1 day 00:31:00","NO NEED FOR REMINDER MAIL YET"
34,"4 days 21:35:00","NO NEED FOR REMINDER MAIL YET"
550,"4 days 19:45:00","NO NEED FOR REMINDER MAIL YET"
219,"5 days 03:34:00","NO NEED FOR REMINDER MAIL YET"
463,"21:37:00","NO NEED FOR REMINDER MAIL YET"
456,"7 days 22:00:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
404,"2 days 04:40:00","NO NEED FOR REMINDER MAIL YET"
192,"6 days 22:19:00","NO NEED FOR REMINDER MAIL YET"
269,"7 days 03:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
363,"1 day 19:32:00","NO NEED FOR REMINDER MAIL YET"
206,"1 day 01:39:00","NO NEED FOR REMINDER MAIL YET"
435,"3 days 18:07:00","NO NEED FOR REMINDER MAIL YET"
409,"4 days 04:50:00","NO NEED FOR REMINDER MAIL YET"
196,"7 days 23:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
3,"7 days 21:18:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
360,"2 days 01:08:00","NO NEED FOR REMINDER MAIL YET"
34,"8 days 19:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
345,"8 days 19:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
29,"18:12:00","NO NEED FOR REMINDER MAIL YET"
248,"6 days 02:08:00","NO NEED FOR REMINDER MAIL YET"
243,"3 days 23:18:00","NO NEED FOR REMINDER MAIL YET"
589,"22:51:00","NO NEED FOR REMINDER MAIL YET"
530,"9 days 02:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
226,"6 days 18:40:00","NO NEED FOR REMINDER MAIL YET"
300,"9 days 05:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
587,"8 days 22:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
448,"8 days 19:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
226,"3 days 04:31:00","NO NEED FOR REMINDER MAIL YET"
148,"1 day 22:59:00","NO NEED FOR REMINDER MAIL YET"
279,"9 days 00:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
287,"5 days 00:45:00","NO NEED FOR REMINDER MAIL YET"
78,"1 day 21:05:00","NO NEED FOR REMINDER MAIL YET"
366,"4 days 19:28:00","NO NEED FOR REMINDER MAIL YET"
340,"5 days 00:28:00","NO NEED FOR REMINDER MAIL YET"
599,"3 days 22:56:00","NO NEED FOR REMINDER MAIL YET"
395,"3 days 20:38:00","NO NEED FOR REMINDER MAIL YET"
349,"8 days 21:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
236,"8 days 05:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
548,"9 days 02:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
552,"1 day 22:21:00","NO NEED FOR REMINDER MAIL YET"
403,"1 day 05:57:00","NO NEED FOR REMINDER MAIL YET"
216,"20:20:00","NO NEED FOR REMINDER MAIL YET"
275,"3 days 02:34:00","NO NEED FOR REMINDER MAIL YET"
474,"3 days 18:59:00","NO NEED FOR REMINDER MAIL YET"
289,"5 days 23:16:00","NO NEED FOR REMINDER MAIL YET"
439,"8 days 04:41:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
154,"2 days 18:06:00","NO NEED FOR REMINDER MAIL YET"
482,"1 day 20:12:00","NO NEED FOR REMINDER MAIL YET"
408,"4 days 22:39:00","NO NEED FOR REMINDER MAIL YET"
448,NULL,"NO NEED FOR REMINDER MAIL YET"
35,"1 day 22:51:00","NO NEED FOR REMINDER MAIL YET"
139,"3 days 20:36:00","NO NEED FOR REMINDER MAIL YET"
124,"3 days 20:24:00","NO NEED FOR REMINDER MAIL YET"
521,"7 days 22:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
226,"21:12:00","NO NEED FOR REMINDER MAIL YET"
333,"4 days 19:14:00","NO NEED FOR REMINDER MAIL YET"
60,NULL,"NO NEED FOR REMINDER MAIL YET"
421,"4 days 01:38:00","NO NEED FOR REMINDER MAIL YET"
2,"7 days 01:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
213,"8 days 01:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
277,"2 days 00:29:00","NO NEED FOR REMINDER MAIL YET"
284,"5 days 18:10:00","NO NEED FOR REMINDER MAIL YET"
153,"4 days 19:58:00","NO NEED FOR REMINDER MAIL YET"
81,"6 days 05:59:00","NO NEED FOR REMINDER MAIL YET"
235,"7 days 21:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
303,"8 days 01:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
195,"8 days 20:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
362,"6 days 23:01:00","NO NEED FOR REMINDER MAIL YET"
155,"23:14:00","NO NEED FOR REMINDER MAIL YET"
137,"7 days 19:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
328,"5 days 01:48:00","NO NEED FOR REMINDER MAIL YET"
288,"2 days 02:23:00","NO NEED FOR REMINDER MAIL YET"
473,"5 days 00:01:00","NO NEED FOR REMINDER MAIL YET"
339,"5 days 05:01:00","NO NEED FOR REMINDER MAIL YET"
362,"9 days 01:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
355,NULL,"NO NEED FOR REMINDER MAIL YET"
490,"4 days 03:56:00","NO NEED FOR REMINDER MAIL YET"
1,"1 day 01:57:00","NO NEED FOR REMINDER MAIL YET"
116,"9 days 04:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
529,"2 days 00:46:00","NO NEED FOR REMINDER MAIL YET"
435,"3 days 05:15:00","NO NEED FOR REMINDER MAIL YET"
523,"4 days 04:04:00","NO NEED FOR REMINDER MAIL YET"
69,"7 days 05:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
570,"5 days 20:49:00","NO NEED FOR REMINDER MAIL YET"
361,NULL,"NO NEED FOR REMINDER MAIL YET"
372,"3 days 05:01:00","NO NEED FOR REMINDER MAIL YET"
149,"6 days 23:05:00","NO NEED FOR REMINDER MAIL YET"
411,"8 days 20:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
413,"4 days 04:55:00","NO NEED FOR REMINDER MAIL YET"
252,"4 days 23:50:00","NO NEED FOR REMINDER MAIL YET"
400,"18:14:00","NO NEED FOR REMINDER MAIL YET"
15,"2 days 02:07:00","NO NEED FOR REMINDER MAIL YET"
389,"6 days 04:36:00","NO NEED FOR REMINDER MAIL YET"
396,"4 days 00:11:00","NO NEED FOR REMINDER MAIL YET"
279,"9 days 00:01:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
491,"21:56:00","NO NEED FOR REMINDER MAIL YET"
71,"7 days 20:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
211,"1 day 01:07:00","NO NEED FOR REMINDER MAIL YET"
332,"6 days 01:06:00","NO NEED FOR REMINDER MAIL YET"
117,"6 days 03:19:00","NO NEED FOR REMINDER MAIL YET"
560,"3 days 03:51:00","NO NEED FOR REMINDER MAIL YET"
370,"3 days 19:12:00","NO NEED FOR REMINDER MAIL YET"
38,"6 days 22:05:00","NO NEED FOR REMINDER MAIL YET"
139,"7 days 23:27:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
279,"3 days 01:56:00","NO NEED FOR REMINDER MAIL YET"
397,"9 days 01:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
317,"8 days 19:48:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
396,"8 days 18:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
154,"7 days 05:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
156,"6 days 19:29:00","NO NEED FOR REMINDER MAIL YET"
303,"4 days 00:57:00","NO NEED FOR REMINDER MAIL YET"
441,"8 days 03:19:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
546,"1 day 18:10:00","NO NEED FOR REMINDER MAIL YET"
92,"5 days 01:34:00","NO NEED FOR REMINDER MAIL YET"
454,"2 days 19:24:00","NO NEED FOR REMINDER MAIL YET"
533,"4 days 00:58:00","NO NEED FOR REMINDER MAIL YET"
184,"8 days 18:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
505,"6 days 00:14:00","NO NEED FOR REMINDER MAIL YET"
278,"22:55:00","NO NEED FOR REMINDER MAIL YET"
